date,state,cases,deaths
11/23/2020,Alaska,27350,179
11/23/2020,Alabama,234417,5151
11/23/2020,West Virginia,41114,667
11/23/2020,New York,305573,9704
11/24/2020,Pennsylvania,329221,9951
11/24/2020,New York,308726,9747
11/24/2020,Tennessee,339968,4301
11/24/2020,Utah,182121,808
11/24/2020,New York,307314,23948
11/24/2020,Texas,1217837,23167
11/24/2020,Florida,942414,19299
11/24/2020,South Dakota,74858,821
11/24/2020,North Dakota,75478,887
11/24/2020,Mississippi,149190,4219
11/24/2020,Indiana,306544,5415
11/24/2020,Alaska,27954,183
11/24/2020,Arkansas,148312,2405
11/24/2020,Maryland,185464,4672
11/24/2020,Michigan,453290,9532
11/24/2020,Kentucky,170059,2850
11/24/2020,Minnesota,282916,3359
11/24/2020,North Carolina,344064,5622
11/24/2020,Oregon,67333,847
11/24/2020,Nevada,139080,2047
11/24/2020,Wisconsin,386441,3272
11/24/2020,Arizona,307109,6515
11/24/2020,New Jersey,340403,16819
11/24/2020,Maine,11646,190
11/24/2020,Louisiana,224403,6323
11/24/2020,Vermont,3626,66
11/24/2020,South Carolina,210092,4295
11/24/2020,Missouri,317813,4746
11/24/2020,New Hampshire,18382,513
11/24/2020,Connecticut,107280,4881
11/24/2020,Illinois,674089,12262
11/24/2020,Nebraska,117841,950
11/24/2020,Idaho,94730,874
11/24/2020,Rhode Island,49148,1322
11/24/2020,Virginia,223582,3979
11/24/2020,California,1125699,18817
11/24/2020,Delaware,32414,827
11/24/2020,Montana,57504,630
11/24/2020,Wyoming,29959,202
11/24/2020,Iowa,216117,2226
11/24/2020,Colorado,217806,2860
11/24/2020,Oklahoma,204882,2688
11/24/2020,New Mexico,86247,1362
11/24/2020,Kansas,142059,1456
11/24/2020,Ohio,371908,6118
11/24/2020,Hawaii,17198,231
11/24/2020,Massachusetts,211199,10640
11/24/2020,Washington,153967,2690
11/24/2020,Alabama,236905,5174
11/24/2020,West Virginia,42083,682
11/24/2020,Georgia,454732,9221
11/25/2020,Ohio,382743,6274
11/25/2020,Florida,952647,19377
11/25/2020,Massachusetts,214594,10670
11/25/2020,Washington,156620,2704
11/25/2020,West Virginia,43050,695
11/25/2020,North Dakota,76442,897
11/25/2020,Alaska,28656,185
11/25/2020,Mississippi,150623,4246
11/25/2020,Alabama,239623,5211
11/25/2020,Iowa,219609,2271
11/25/2020,Colorado,221923,2906
11/25/2020,Nevada,142239,2071
11/25/2020,Nebraska,120657,978
11/25/2020,Michigan,459430,9625
11/25/2020,Arizona,311094,6524
11/25/2020,Vermont,3710,68
11/25/2020,Kentucky,173491,2899
11/25/2020,Oregon,68503,867
11/25/2020,Delaware,32731,831
11/25/2020,Montana,58565,652
11/25/2020,California,1144049,18930
11/25/2020,Louisiana,225638,6350
11/25/2020,Minnesota,289303,3434
11/25/2020,Missouri,322217,4810
11/25/2020,New Jersey,345133,16886
11/25/2020,Maine,12095,190
11/25/2020,Idaho,96503,895
11/25/2020,South Carolina,211848,4319
11/25/2020,New Hampshire,18776,514
11/25/2020,Connecticut,109152,4926
11/25/2020,North Carolina,348114,5656
11/25/2020,Maryland,188161,4701
11/25/2020,Wyoming,30761,215
11/25/2020,Wisconsin,392438,3343
11/25/2020,Rhode Island,50021,1332
11/25/2020,Illinois,685467,12440
11/25/2020,Virginia,226300,4008
11/25/2020,Arkansas,150277,2425
11/25/2020,Pennsylvania,336180,10095
11/25/2020,Texas,1236648,23357
11/25/2020,Tennessee,342014,4374
11/25/2020,New York,313075,9780
11/25/2020,Kansas,147797,1503
11/25/2020,Utah,183902,834
11/25/2020,Oklahoma,208394,2725
11/25/2020,Hawaii,17298,233
11/25/2020,New Mexico,88102,1383
11/25/2020,South Dakota,76142,849
11/25/2020,New York,310208,23963
11/25/2020,Indiana,312528,5478
11/25/2020,Georgia,457909,9297
11/26/2020,Arkansas,152625,2436
11/26/2020,Pennsylvania,344600,10213
11/26/2020,Florida,959206,19444
11/26/2020,Ohio,382743,6274
11/26/2020,Alaska,29292,189
11/26/2020,Washington,159542,2704
11/26/2020,Texas,1251345,23528
11/26/2020,Colorado,228290,2957
11/26/2020,Hawaii,17415,235
11/26/2020,South Dakota,76142,849
11/26/2020,Indiana,318902,5541
11/26/2020,Kansas,147797,1503
11/26/2020,Tennessee,344208,4466
11/26/2020,New York,317677,9838
11/26/2020,New York,312884,23981
11/26/2020,North Dakota,77232,902
11/26/2020,Michigan,461924,9715
11/26/2020,New Jersey,350010,16925
11/26/2020,New Hampshire,18776,514
11/26/2020,Virginia,228900,4029
11/26/2020,Montana,59682,658
11/26/2020,Maine,12422,190
11/26/2020,Arizona,314573,6568
11/26/2020,California,1158689,19031
11/26/2020,Kentucky,176890,2948
11/26/2020,Vermont,3779,68
11/26/2020,North Carolina,352750,5693
11/26/2020,Nevada,144781,2093
11/26/2020,Illinois,697489,12596
11/26/2020,Connecticut,109152,4926
11/26/2020,South Carolina,213560,4325
11/26/2020,Minnesota,289303,3434
11/26/2020,Oregon,70006,882
11/26/2020,Rhode Island,51132,1337
11/26/2020,Wisconsin,398104,3415
11/26/2020,Missouri,323114,4881
11/26/2020,Nebraska,122147,982
11/26/2020,Maryland,190480,4735
11/26/2020,Louisiana,225638,6350
11/26/2020,Wyoming,30761,215
11/26/2020,Delaware,33313,833
11/26/2020,Idaho,97054,897
11/26/2020,Iowa,222797,2312
11/26/2020,Oklahoma,211411,2763
11/26/2020,New Mexico,89796,1400
11/26/2020,West Virginia,44180,712
11/26/2020,Alabama,240497,5234
11/26/2020,Utah,187731,849
11/26/2020,Georgia,461517,9336
11/26/2020,Massachusetts,214594,10695
11/26/2020,Mississippi,151358,4269
11/27/2020,Pennsylvania,351989,10234
11/27/2020,Arkansas,153677,2436
11/27/2020,Massachusetts,219252,10735
11/27/2020,New York,315890,23994
11/27/2020,New York,323295,9869
11/27/2020,South Dakota,78280,888
11/27/2020,Washington,162090,2703
11/27/2020,Indiana,324546,5574
11/27/2020,Alabama,242526,5268
11/27/2020,Georgia,464526,9380
11/27/2020,Texas,1255332,23721
11/27/2020,Tennessee,349437,4519
11/27/2020,Wyoming,31773,215
11/27/2020,Maine,12587,191
11/27/2020,New Jersey,354832,16942
11/27/2020,North Carolina,356126,5735
11/27/2020,Idaho,98500,909
11/27/2020,Minnesota,295001,3535
11/27/2020,Missouri,326804,4938
11/27/2020,Delaware,33882,836
11/27/2020,Louisiana,230602,6391
11/27/2020,California,1171324,19109
11/27/2020,Virginia,230444,4044
11/27/2020,Illinois,705063,12686
11/27/2020,Kentucky,178963,2990
11/27/2020,Rhode Island,51489,1343
11/27/2020,South Carolina,215675,4352
11/27/2020,Nevada,146317,2095
11/27/2020,Nebraska,123070,984
11/27/2020,Montana,59796,657
11/27/2020,Vermont,3870,68
11/27/2020,Maryland,192858,4766
11/27/2020,Michigan,467197,9831
11/27/2020,Arizona,318888,6588
11/27/2020,New Hampshire,19313,517
11/27/2020,Wisconsin,399526,3434
11/27/2020,Oregon,70832,885
11/27/2020,Connecticut,112581,4961
11/27/2020,New Mexico,91852,1435
11/27/2020,Hawaii,17498,238
11/27/2020,Kansas,153021,1529
11/27/2020,West Virginia,45046,712
11/27/2020,Utah,190044,849
11/27/2020,Iowa,224256,2352
11/27/2020,Alaska,30016,194
11/27/2020,Colorado,232912,2977
11/27/2020,North Dakota,77935,915
11/27/2020,Oklahoma,212752,2809
11/27/2020,Ohio,399808,6346
11/27/2020,Mississippi,153381,4306
11/27/2020,Florida,965368,19543
11/28/2020,Ohio,406703,6378
11/28/2020,Iowa,226258,2360
11/28/2020,Washington,164577,2703
11/28/2020,Pennsylvania,359835,10275
11/28/2020,Arkansas,155026,2449
11/28/2020,Kansas,153021,1529
11/28/2020,Indiana,329017,5643
11/28/2020,Massachusetts,222469,10777
11/28/2020,Mississippi,155137,4334
11/28/2020,Alaska,30669,200
11/28/2020,Tennessee,354815,4526
11/28/2020,Georgia,467564,9424
11/28/2020,North Dakota,78658,920
11/28/2020,Minnesota,304023,3580
11/28/2020,Vermont,3908,68
11/28/2020,Kentucky,181397,3030
11/28/2020,Connecticut,112581,4961
11/28/2020,Louisiana,230602,6391
11/28/2020,Montana,60845,669
11/28/2020,New Hampshire,20002,523
11/28/2020,Michigan,471349,9938
11/28/2020,Wyoming,31928,215
11/28/2020,Delaware,34386,841
11/28/2020,Maryland,194448,4801
11/28/2020,Virginia,233617,4054
11/28/2020,South Carolina,217671,4352
11/28/2020,Rhode Island,52508,1353
11/28/2020,New Jersey,358572,16965
11/28/2020,Wisconsin,404999,3464
11/28/2020,California,1183320,19154
11/28/2020,North Carolina,359630,5779
11/28/2020,Missouri,329260,4985
11/28/2020,Nevada,149229,2119
11/28/2020,Idaho,99660,913
11/28/2020,Oregon,72506,896
11/28/2020,Nebraska,124331,989
11/28/2020,Maine,12971,191
11/28/2020,Illinois,712936,12838
11/28/2020,Arizona,323027,6624
11/28/2020,West Virginia,45845,718
11/28/2020,South Dakota,79099,942
11/28/2020,New Mexico,93982,1457
11/28/2020,Texas,1259657,23898
11/28/2020,Oklahoma,215382,2859
11/28/2020,New York,327257,9911
11/28/2020,Alabama,244694,5304
11/28/2020,New York,317076,24002
11/28/2020,Florida,972574,19647
11/28/2020,Colorado,237835,2983
11/28/2020,Hawaii,17573,238
11/28/2020,Utah,192087,863
11/29/2020,New York,320139,24018
11/29/2020,North Dakota,79252,927
11/29/2020,Ohio,414432,6399
11/29/2020,Utah,193809,868
11/29/2020,Texas,1266707,24069
11/29/2020,West Virginia,46997,729
11/29/2020,California,1198934,19189
11/29/2020,Maryland,196447,4834
11/29/2020,South Carolina,218805,4360
11/29/2020,New Jersey,363759,16978
11/29/2020,Wisconsin,409054,3487
11/29/2020,Kentucky,184027,3081
11/29/2020,Louisiana,232245,6407
11/29/2020,Nevada,150527,2136
11/29/2020,Illinois,720114,12882
11/29/2020,Delaware,34979,844
11/29/2020,Idaho,100484,920
11/29/2020,Missouri,331407,5048
11/29/2020,New Hampshire,20480,526
11/29/2020,Oregon,74120,905
11/29/2020,Montana,61801,671
11/29/2020,Virginia,235942,4058
11/29/2020,North Carolina,362946,5827
11/29/2020,Wyoming,32489,215
11/29/2020,Maine,13372,191
11/29/2020,Connecticut,112581,4961
11/29/2020,Rhode Island,53419,1356
11/29/2020,Michigan,475061,10049
11/29/2020,Minnesota,312969,3637
11/29/2020,Arizona,326251,6634
11/29/2020,Nebraska,125537,989
11/29/2020,Vermont,3973,71
11/29/2020,Pennsylvania,365285,10351
11/29/2020,Alaska,31308,204
11/29/2020,Arkansas,156247,2470
11/29/2020,South Dakota,79900,943
11/29/2020,Alabama,246832,5346
11/29/2020,Tennessee,359447,4541
11/29/2020,Florida,979040,19741
11/29/2020,Kansas,153021,1529
11/29/2020,Oklahoma,217690,2898
11/29/2020,New Mexico,95417,1470
11/29/2020,Colorado,241943,3003
11/29/2020,Massachusetts,224964,10805
11/29/2020,New York,331686,9957
11/29/2020,Mississippi,156487,4360
11/29/2020,Washington,166425,2704
11/29/2020,Iowa,227963,2376
11/29/2020,Hawaii,17627,242
11/29/2020,Indiana,333321,5664
11/29/2020,Georgia,469516,9442
11/30/2020,West Virginia,47842,735
11/30/2020,Hawaii,17708,242
11/30/2020,Alaska,31793,205
11/30/2020,Utah,195706,871
11/30/2020,Pennsylvania,369694,10383
11/30/2020,Texas,1278432,24255
11/30/2020,Massachusetts,226132,10848
11/30/2020,Ohio,421063,6429
11/30/2020,New Mexico,97095,1497
11/30/2020,Colorado,246551,3037
11/30/2020,Kansas,157446,1560
11/30/2020,Arkansas,157359,2502
11/30/2020,Florida,987734,19814
11/30/2020,Idaho,101698,929
11/30/2020,Virginia,237835,4062
11/30/2020,Wisconsin,411730,3494
11/30/2020,Oregon,75431,912
11/30/2020,New Jersey,367783,16993
11/30/2020,California,1212968,19220
11/30/2020,Maine,13574,214
11/30/2020,Delaware,35394,849
11/30/2020,Wyoming,33305,215
11/30/2020,Illinois,726304,12985
11/30/2020,Nebraska,127342,1018
11/30/2020,New Hampshire,20994,526
11/30/2020,Louisiana,232414,6420
11/30/2020,Vermont,4037,72
11/30/2020,Kentucky,186252,3125
11/30/2020,South Carolina,220201,4388
11/30/2020,Montana,62198,681
11/30/2020,Arizona,327076,6639
11/30/2020,North Carolina,365351,5862
11/30/2020,Minnesota,318763,3652
11/30/2020,Michigan,482212,10174
11/30/2020,Rhode Island,54280,1369
11/30/2020,Connecticut,117295,5020
11/30/2020,Maryland,198370,4858
11/30/2020,Missouri,338119,5104
11/30/2020,Nevada,152169,2144
11/30/2020,South Dakota,80464,946
11/30/2020,Georgia,471563,9452
11/30/2020,Washington,168736,2774
11/30/2020,Iowa,229448,2403
11/30/2020,New York,336001,10002
11/30/2020,Mississippi,158852,4405
11/30/2020,Oklahoma,219932,2948
11/30/2020,North Dakota,79655,954
11/30/2020,Indiana,338986,5702
11/30/2020,New York,322509,24033
11/30/2020,Tennessee,364907,4554
11/30/2020,Alabama,250277,5382
12/1/2020,Alaska,32332,208
12/1/2020,New York,340717,10061
12/1/2020,Alabama,254124,5412
12/1/2020,South Dakota,80912,948
12/1/2020,Ohio,430093,6548
12/1/2020,Mississippi,161007,4452
12/1/2020,Tennessee,370836,4602
12/1/2020,Washington,170945,2805
12/1/2020,Kansas,157446,1560
12/1/2020,Nevada,154867,2166
12/1/2020,Rhode Island,55349,1376
12/1/2020,North Carolina,369653,5899
12/1/2020,Connecticut,118754,5040
12/1/2020,Montana,63205,698
12/1/2020,Wisconsin,416365,3611
12/1/2020,Arizona,337401,6687
12/1/2020,South Carolina,221745,4408
12/1/2020,Maryland,201135,4891
12/1/2020,Oregon,76654,936
12/1/2020,Delaware,36076,853
12/1/2020,Louisiana,237740,6455
12/1/2020,Idaho,103305,960
12/1/2020,California,1225189,19249
12/1/2020,New Hampshire,21766,528
12/1/2020,Michigan,488716,10305
12/1/2020,Nebraska,129248,1080
12/1/2020,Wyoming,33805,230
12/1/2020,Kentucky,189711,3181
12/1/2020,Virginia,240063,4093
12/1/2020,Minnesota,322312,3674
12/1/2020,Vermont,4105,76
12/1/2020,Illinois,738846,13131
12/1/2020,New Jersey,373246,17083
12/1/2020,Maine,14130,218
12/1/2020,Missouri,343198,5161
12/1/2020,Texas,1296972,24455
12/1/2020,Arkansas,159309,2512
12/1/2020,Oklahoma,224834,3001
12/1/2020,New York,324863,24048
12/1/2020,West Virginia,48818,758
12/1/2020,Florida,997666,19903
12/1/2020,Colorado,251634,3109
12/1/2020,Utah,198216,890
12/1/2020,Hawaii,17751,242
12/1/2020,Georgia,476405,9515
12/1/2020,Iowa,231439,2431
12/1/2020,Pennsylvania,375520,10563
12/1/2020,North Dakota,80135,966
12/1/2020,New Mexico,99419,1517
12/1/2020,Indiana,344382,5843
12/1/2020,Massachusetts,229205,10894
12/2/2020,Georgia,482139,9567
12/2/2020,Alaska,33027,214
12/2/2020,New York,346492,10117
12/2/2020,Oklahoma,228879,3057
12/2/2020,New York,328454,24068
12/2/2020,Utah,202220,906
12/2/2020,South Dakota,82203,995
12/2/2020,Mississippi,162740,4482
12/2/2020,Indiana,350979,5952
12/2/2020,Ohio,437928,6671
12/2/2020,Hawaii,17819,242
12/2/2020,New Mexico,100963,1557
12/2/2020,Massachusetts,234232,10928
12/2/2020,New Jersey,378307,17145
12/2/2020,New Hampshire,22332,537
12/2/2020,Minnesota,327477,3751
12/2/2020,Oregon,78160,953
12/2/2020,Missouri,347798,5235
12/2/2020,Kentucky,193461,3222
12/2/2020,Virginia,242480,4113
12/2/2020,Michigan,494990,10420
12/2/2020,Vermont,4202,77
12/2/2020,Arizona,341244,6739
12/2/2020,Delaware,36438,860
12/2/2020,California,1245951,19368
12/2/2020,Rhode Island,56489,1387
12/2/2020,Illinois,748603,13397
12/2/2020,Wisconsin,420930,3703
12/2/2020,Wyoming,34507,230
12/2/2020,Maine,14641,220
12/2/2020,Connecticut,121426,5091
12/2/2020,Nevada,156996,2201
12/2/2020,Idaho,104734,991
12/2/2020,Montana,64340,713
12/2/2020,Nebraska,131736,1128
12/2/2020,Maryland,203355,4934
12/2/2020,South Carolina,223847,4448
12/2/2020,Louisiana,241335,6501
12/2/2020,North Carolina,374875,5937
12/2/2020,Tennessee,377460,4638
12/2/2020,Alabama,257658,5453
12/2/2020,Washington,173212,2850
12/2/2020,Pennsylvania,384484,10757
12/2/2020,Florida,1008373,19995
12/2/2020,Iowa,234810,2449
12/2/2020,Colorado,255967,3193
12/2/2020,Kansas,162061,1679
12/2/2020,West Virginia,49905,778
12/2/2020,North Dakota,81105,977
12/2/2020,Texas,1316194,24635
12/2/2020,Arkansas,161521,2522
12/3/2020,Utah,206165,917
12/3/2020,Mississippi,164660,4525
12/3/2020,Kansas,162061,1679
12/3/2020,Florida,1018521,20087
12/3/2020,North Dakota,81949,989
12/3/2020,New York,353040,10172
12/3/2020,Pennsylvania,395252,10944
12/3/2020,West Virginia,51025,789
12/3/2020,Alabama,261445,5494
12/3/2020,Massachusetts,240907,10976
12/3/2020,New Mexico,102862,1600
12/3/2020,Alaska,33805,222
12/3/2020,Texas,1333746,24830
12/3/2020,Indiana,359439,6012
12/3/2020,Maine,15221,224
12/3/2020,New Jersey,383870,17209
12/3/2020,California,1264539,19481
12/3/2020,Maryland,205399,4976
12/3/2020,Michigan,500334,10528
12/3/2020,Rhode Island,58006,1396
12/3/2020,Connecticut,126177,5111
12/3/2020,New Hampshire,22925,544
12/3/2020,Delaware,37217,863
12/3/2020,Wisconsin,426534,3773
12/3/2020,South Carolina,226226,4472
12/3/2020,Minnesota,333626,3843
12/3/2020,Arizona,346689,6821
12/3/2020,Idaho,106455,1014
12/3/2020,Illinois,759562,13625
12/3/2020,Oregon,79293,973
12/3/2020,Nevada,159532,2249
12/3/2020,Missouri,352341,5296
12/3/2020,Wyoming,35078,257
12/3/2020,Louisiana,244078,6524
12/3/2020,Vermont,4427,79
12/3/2020,Nebraska,133870,1159
12/3/2020,North Carolina,380948,5980
12/3/2020,Kentucky,197318,3273
12/3/2020,Virginia,244503,4147
12/3/2020,Montana,65122,722
12/3/2020,Tennessee,379948,4688
12/3/2020,Iowa,239687,2603
12/3/2020,Ohio,446849,6753
12/3/2020,Colorado,262400,3320
12/3/2020,Arkansas,164310,2555
12/3/2020,South Dakota,83348,1033
12/3/2020,Georgia,487978,9648
12/3/2020,Oklahoma,232165,3112
12/3/2020,Hawaii,17958,244
12/3/2020,Washington,176547,2900
12/3/2020,New York,332583,24090
12/4/2020,Florida,1028765,20184
12/4/2020,New York,360714,10217
12/4/2020,Alaska,34564,223
12/4/2020,Colorado,268322,3338
12/4/2020,Georgia,494354,9725
12/4/2020,Tennessee,384729,4781
12/4/2020,Washington,178314,2925
12/4/2020,Alabama,264770,5533
12/4/2020,Texas,1350542,25057
12/4/2020,New Mexico,104935,1633
12/4/2020,Virginia,247380,4160
12/4/2020,Maryland,209191,5006
12/4/2020,New Hampshire,23690,552
12/4/2020,North Carolina,387011,6024
12/4/2020,Illinois,770088,13782
12/4/2020,Montana,66436,727
12/4/2020,Wisconsin,432207,3842
12/4/2020,Minnesota,338973,3904
12/4/2020,Rhode Island,59403,1409
12/4/2020,Michigan,505282,10665
12/4/2020,Arizona,352372,6885
12/4/2020,Missouri,356531,5350
12/4/2020,Wyoming,35737,257
12/4/2020,Nebraska,135968,1186
12/4/2020,Idaho,108366,1032
12/4/2020,Nevada,162434,2272
12/4/2020,Vermont,4497,81
12/4/2020,Oregon,81437,1003
12/4/2020,New Jersey,390256,17255
12/4/2020,Connecticut,127715,5146
12/4/2020,Maine,15670,227
12/4/2020,South Carolina,229292,4501
12/4/2020,Delaware,38152,871
12/4/2020,Kentucky,200812,3324
12/4/2020,California,1286557,19682
12/4/2020,Louisiana,247177,6548
12/4/2020,Ohio,456963,6882
12/4/2020,Pennsylvania,407643,11113
12/4/2020,Massachusetts,246398,11028
12/4/2020,New York,336414,24117
12/4/2020,Hawaii,18058,254
12/4/2020,Oklahoma,235402,3180
12/4/2020,Kansas,168295,1786
12/4/2020,North Dakota,82504,1007
12/4/2020,Arkansas,167137,2586
12/4/2020,Indiana,367338,6102
12/4/2020,West Virginia,52172,799
12/4/2020,Iowa,240321,2605
12/4/2020,Utah,209170,925
12/4/2020,Mississippi,166574,4558
12/4/2020,South Dakota,84398,1064
12/5/2020,North Dakota,82981,1013
12/5/2020,Ohio,467432,6946
12/5/2020,New Mexico,106856,1662
12/5/2020,Pennsylvania,420095,11262
12/5/2020,Washington,180528,2925
12/5/2020,Georgia,499371,9793
12/5/2020,Alabama,266908,5568
12/5/2020,New York,368246,10274
12/5/2020,Texas,1364933,25249
12/5/2020,Hawaii,18169,259
12/5/2020,Indiana,375028,6186
12/5/2020,New York,340196,24137
12/5/2020,New Hampshire,24138,559
12/5/2020,California,1311625,19808
12/5/2020,Louisiana,247177,6548
12/5/2020,Arizona,359174,6925
12/5/2020,Missouri,358640,5424
12/5/2020,North Carolina,393163,6073
12/5/2020,Maryland,212384,5042
12/5/2020,Wyoming,35941,257
12/5/2020,Rhode Island,60942,1416
12/5/2020,Wisconsin,437918,3934
12/5/2020,Vermont,4618,86
12/5/2020,Illinois,779975,14017
12/5/2020,South Carolina,232402,4521
12/5/2020,Michigan,508862,10810
12/5/2020,Minnesota,345281,3979
12/5/2020,Maine,16132,227
12/5/2020,Oregon,83243,1027
12/5/2020,Montana,67069,734
12/5/2020,Virginia,251173,4197
12/5/2020,Nebraska,137494,1194
12/5/2020,Delaware,38832,875
12/5/2020,Idaho,109705,1032
12/5/2020,Kentucky,204750,3393
12/5/2020,Connecticut,127715,5146
12/5/2020,Nevada,165628,2301
12/5/2020,New Jersey,396180,17306
12/5/2020,Alaska,35449,229
12/5/2020,Kansas,168386,1786
12/5/2020,Mississippi,168166,4588
12/5/2020,Oklahoma,238348,3233
12/5/2020,Iowa,242212,2667
12/5/2020,Arkansas,169382,2620
12/5/2020,Colorado,273139,3357
12/5/2020,West Virginia,53572,829
12/5/2020,Utah,212844,939
12/5/2020,Florida,1036806,20293
12/5/2020,Tennessee,390083,4876
12/5/2020,Massachusetts,252017,11074
12/5/2020,South Dakota,85304,1091
12/6/2020,New Mexico,108088,1673
12/6/2020,Alabama,269171,5626
12/6/2020,New York,343764,24163
12/6/2020,Texas,1375313,25426
12/6/2020,South Dakota,85991,1110
12/6/2020,Hawaii,18266,260
12/6/2020,Tennessee,393138,4905
12/6/2020,Arkansas,170924,2660
12/6/2020,Georgia,501405,9806
12/6/2020,Washington,182511,2925
12/6/2020,Kentucky,207167,3454
12/6/2020,Michigan,511894,10936
12/6/2020,Connecticut,127715,5146
12/6/2020,Arizona,364553,6950
12/6/2020,Rhode Island,61926,1427
12/6/2020,New Jersey,402782,17321
12/6/2020,Oregon,84496,1033
12/6/2020,Maine,16411,227
12/6/2020,Vermont,4728,89
12/6/2020,South Carolina,235388,4569
12/6/2020,California,1341700,19930
12/6/2020,Louisiana,251123,6584
12/6/2020,North Carolina,398692,6123
12/6/2020,Wisconsin,441067,3952
12/6/2020,Illinois,787573,14116
12/6/2020,Minnesota,350862,4043
12/6/2020,Delaware,39627,882
12/6/2020,Virginia,255053,4200
12/6/2020,Missouri,360416,5473
12/6/2020,Idaho,110510,1035
12/6/2020,Montana,67875,736
12/6/2020,New Hampshire,24771,564
12/6/2020,Maryland,215027,5078
12/6/2020,Nevada,168139,2315
12/6/2020,Nebraska,138758,1194
12/6/2020,Wyoming,36317,257
12/6/2020,Utah,215407,939
12/6/2020,Oklahoma,240363,3289
12/6/2020,Iowa,244322,2683
12/6/2020,Ohio,475024,6959
12/6/2020,Florida,1044362,20375
12/6/2020,Pennsylvania,428308,11331
12/6/2020,New York,374821,10319
12/6/2020,Colorado,276828,3356
12/6/2020,Indiana,381626,6221
12/6/2020,Alaska,36141,230
12/6/2020,West Virginia,54997,838
12/6/2020,Massachusetts,256844,11123
12/6/2020,Kansas,168295,1786
12/6/2020,North Dakota,83342,1022
12/6/2020,Mississippi,169436,4614
12/7/2020,West Virginia,56128,841
12/7/2020,New York,346297,24187
12/7/2020,Massachusetts,259325,11186
12/7/2020,Oklahoma,242370,3338
12/7/2020,Hawaii,18344,260
12/7/2020,Arkansas,172042,2713
12/7/2020,New Mexico,109947,1680
12/7/2020,Ohio,484297,7022
12/7/2020,South Dakota,86500,1110
12/7/2020,Colorado,281112,3358
12/7/2020,Iowa,245285,2718
12/7/2020,California,1366435,20028
12/7/2020,Idaho,111893,1055
12/7/2020,North Carolina,402942,6174
12/7/2020,Delaware,40449,889
12/7/2020,Wisconsin,443389,3973
12/7/2020,Arizona,366123,6950
12/7/2020,Kentucky,209160,3522
12/7/2020,Montana,68591,742
12/7/2020,Virginia,258870,4208
12/7/2020,Maine,16724,239
12/7/2020,Michigan,517434,11068
12/7/2020,New Hampshire,25816,566
12/7/2020,Vermont,4789,91
12/7/2020,Illinois,796264,14216
12/7/2020,Rhode Island,63048,1444
12/7/2020,New Jersey,407202,17336
12/7/2020,Connecticut,135844,5224
12/7/2020,Maryland,217329,5119
12/7/2020,South Carolina,238029,4581
12/7/2020,Wyoming,36985,280
12/7/2020,Oregon,85788,1045
12/7/2020,Nevada,170587,2319
12/7/2020,Missouri,366314,5537
12/7/2020,Nebraska,140106,1236
12/7/2020,Minnesota,356152,4064
12/7/2020,Louisiana,252136,6607
12/7/2020,Utah,217638,949
12/7/2020,Pennsylvania,435428,11373
12/7/2020,New York,379358,10382
12/7/2020,Washington,185767,2941
12/7/2020,Indiana,387287,6261
12/7/2020,Alabama,273658,5674
12/7/2020,Texas,1384804,25653
12/7/2020,Georgia,506690,9851
12/7/2020,Kansas,174025,1856
12/7/2020,Florida,1052364,20473
12/7/2020,Alaska,36696,233
12/7/2020,Tennessee,397157,4943
12/7/2020,North Dakota,83817,1064
12/7/2020,Mississippi,171431,4663
12/8/2020,Georgia,512267,9873
12/8/2020,Kansas,174025,1856
12/8/2020,Tennessee,404259,5009
12/8/2020,Alaska,37254,240
12/8/2020,New York,385232,10440
12/8/2020,Florida,1061773,20571
12/8/2020,Utah,219971,972
12/8/2020,Ohio,510018,7103
12/8/2020,West Virginia,57060,870
12/8/2020,Colorado,285194,3372
12/8/2020,Wisconsin,448009,4054
12/8/2020,Montana,69346,763
12/8/2020,Kentucky,212130,3580
12/8/2020,Connecticut,138258,5242
12/8/2020,Virginia,262730,4260
12/8/2020,Michigan,521905,11229
12/8/2020,Nebraska,141677,1277
12/8/2020,New Jersey,413368,17426
12/8/2020,California,1389707,20087
12/8/2020,Idaho,113905,1074
12/8/2020,Louisiana,254562,6652
12/8/2020,South Carolina,240300,4587
12/8/2020,Minnesota,359203,4086
12/8/2020,Nevada,173281,2359
12/8/2020,Oregon,87082,1080
12/8/2020,Wyoming,37475,280
12/8/2020,Delaware,41173,895
12/8/2020,New Hampshire,26623,566
12/8/2020,North Carolina,408827,6224
12/8/2020,Vermont,4886,92
12/8/2020,Maine,17143,246
12/8/2020,Maryland,219961,5165
12/8/2020,Illinois,804174,14384
12/8/2020,Rhode Island,64301,1466
12/8/2020,Arizona,378440,6973
12/8/2020,Missouri,370842,5609
12/8/2020,Alabama,277174,5729
12/8/2020,South Dakota,87038,1111
12/8/2020,New Mexico,109947,1710
12/8/2020,New York,348711,24208
12/8/2020,North Dakota,86150,1080
12/8/2020,Indiana,392672,6389
12/8/2020,Arkansas,174325,2752
12/8/2020,Hawaii,18397,260
12/8/2020,Mississippi,173907,4705
12/8/2020,Iowa,246811,2919
12/8/2020,Washington,191291,2967
12/8/2020,Oklahoma,246309,3391
12/8/2020,Massachusetts,263447,11228
12/8/2020,Texas,1404646,25850
12/8/2020,Pennsylvania,445692,11542
12/9/2020,Iowa,249276,3021
12/9/2020,Texas,1418252,26080
